ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code
kupa1239,Kupang Malay,,-10.2526,123.63,kupa1239,
ambo1250,Ambonese Malay,,-3.71342,128.184,ambo1250,
band1353,Banda Malay,,-4.55565,129.905,band1353,
nort2828,North Moluccan Malay,,-0.86437,128.323,nort2828,
gora1261,Gorap,,2.13058,128.261,gora1261,
mala1481,Manado Malay,,1.48099,124.843,mala1481,
papu1250,Papuan Malay,,-2.53482,139.651,papu1250,
achi1257,Acehnese,,3.90757,96.6032,achi1257,
east2563,Eastern Cham,,11.2853,108.49,east2563,
west2650,Western Cham,,12.4771,104.026,west2650,
haro1237,Haroi,,13.2201,108.995,haro1237,
cacg1235,Cacgia Roglai,,11.6489,109.138,cacg1235,
chru1239,Chru,,11.6625,108.529,chru1239,
sout3010,Southern Roglai,,11.3003,108.318,sout3010,
nort2994,Northern Roglai,,12.1967,108.849,nort2994,
tsat1238,Tsat,,18.3192,109.336,tsat1238,
biha1246,Bih,,12.483333,108.016667,biha1246,
jara1266,Jarai,,13.6161,107.813,jara1266,
rade1240,Rade,,12.979,108.41,rade1240,
buka1257,Bukar-Sadung Bidayuh,,0.96817,110.657,buka1257,
baub1235,Bau-Jagoi Bidayuh,,1.54467,109.985,baub1235,
biat1246,Biatah Bidayuh,,1.17596,110.254,biat1246,
trin1271,Tringgus-Sembaan Bidayuh,,1.4313,109.95,trin1271,
jang1257,Jangkang,,0.29738,110.647,jang1257,
kemb1249,Mateq,,0.66181,110.468,kemb1249,
sema1269,Onya Darat,,-0.75188,110.527,sema1269,
ribu1241,Ribun,,0.32189,110.207,ribu1241,
sang1339,Sanggau,,-0.13152,110.404,sang1339,
rara1235,Rara Bakati',,1.27026,109.539,rara1235,
sara1329,Sara Bakati',,1.20403,109.6155,sara1329,
beka1241,Riuk Bekati',,1.3307,109.576,beka1241,
beny1237,Benyadu',,0.78534,109.753,beny1237,
mokl1243,Moklen,,8.16761,98.3176,mokl1243,
moke1242,Moken,,10.1474,98.6765,moke1242,
gayo1244,Gayo,,4.3733,97.3456,gayo1244,
bata1292,Batak Alas-Kluet,,3.4293,97.8123,bata1292,
bata1294,Batak Dairi,,2.51438,98.2427,bata1294,
bata1293,Batak Karo,,2.12787,98.2517,bata1293,
bata1288,Batak Simalungun,,3.04372,98.9083,bata1288,
bata1290,Batak Angkola,,1.66127,99.60248,bata1290,
bata1291,Batak Mandailing,,0.85805,99.898,bata1291,
bata1289,Batak Toba,,2.35498,99.1761,bata1289,
ment1249,Mentawai,,-1.41092,98.9401,ment1249,
nias1242,Nias,,0.90691,97.4961,nias1242,
siku1242,Sikule,,2.69113,95.9636,siku1242,
sime1241,Simeulue,,2.50288,96.2757,sime1241,
reja1240,Rejang,,-3.33056,102.434,reja1240,
nasa1239,Nasal,,-4.8652,103.5719,nasa1239,
engg1245,Enggano,,-5.38846,102.245,engg1245,
lamp1242,Lampung Nyo,,-4.43957,105.397,lamp1242,
kome1238,Komering,,-3.79215,105.107,kome1238,
lamp1243,Lampung Api,,-5.73463,105.037,lamp1243,
sund1252,Sundanese,,-6.89708,107.106,sund1252,
kawi1241,Kawi,,-7.0,111.0,kawi1241,
java1254,Javanese,,-7.001,109.287,java1254,
cari1276,Caribbean Javanese,,5.62695,-54.6305,cari1276,
newc1244,New Caledonian Javanese,,-22.3001,166.445,newc1244,
teng1272,Tengger,,-7.89069,113.037,teng1272,
osin1237,Osing,,-8.25262,114.292,osin1237,
kang1289,Kangean,,-7.98335,112.968,kang1289,
nucl1460,Madurese,,-7.0,113.0,nucl1460,
bali1278,Balinese,,-8.35714,115.075,bali1278,
sasa1249,Sasak,,-8.58349,116.284,sasa1249,
sumb1241,Sumbawa,,-8.71919,117.472,sumb1241,
sang1334,Sangar,,-8.376,118.29287,sang1334,
bima1247,Bima,,-8.57376,118.445,bima1247,
anak1240,Anakalangu,,-9.63425,119.605,anak1240,
bali1287,Baliledu-Buawa,,-9.56709,119.49165,bali1287,
wanu1241,Wanukaka,,-9.69834,119.468,wanu1241,
kamb1299,Kambera,,-9.88447,120.235,kamb1299,
mamb1305,Mamboru,,-9.42302,119.55,mamb1305,
ngga1239,Garo (Sumba),,-9.71011,119.25403,ngga1239,
kodi1247,Kodi,,-9.6373,119.114,kodi1247,
lamb1273,Lamboya,,-9.70434,119.344,lamb1273,
weje1237,Wewewa,,-9.55099,119.349,weje1237,
dhao1237,Dhao,,-10.8098,122.658,dhao1237,
sabu1255,Hawu,,-10.5522,121.847,sabu1255,
kepo1237,Kepo',,-8.603241,120.775273,kepo1237,
komo1261,Komodo,,-8.64518,119.477,komo1261,
mang1405,Manggarai,,-8.55748,120.329,mang1405,
riun1237,Riung,,-8.60342,121.122,riun1237,
remb1250,Rembong-Wangka,,-8.53361,120.973,remb1250,
waer1237,Kolor,,-8.78645,120.70299,waer1237,
rajo1237,Rajong,,-8.658096,120.874418,rajo1237,
ende1246,Ende,,-8.70998,121.555,ende1246,
lioo1240,Li'o,,-8.68615,121.832,lioo1240,
keoo1238,Kéo,,-8.8704,121.256,keoo1238,
nage1237,Nage,,-8.70513,121.31,nage1237,
namu1249,Namut-Nginamanu,,-8.578948,120.975435,namu1249,
ngad1261,Ngad'a,,-8.79508,120.976,ngad1261,
rong1269,Rongga,,-8.84604,120.702,rong1269,
palu1252,Palu'e,,-8.32877,121.718,palu1252,
sika1262,Sika,,-8.67302,122.38,sika1262,
alor1247,Alorese,,-8.20382,124.264,alor1247,
lama1277,Lamaholot,,-8.36439,122.803,lama1277,
lewo1244,Lewotobi,,-8.54573,122.747,lewo1244,
puka1244,Pukaunu,,-8.405661,122.690759,puka1244,
adon1237,Adonara,,-8.32027,123.159,adon1237,
ilea1237,Ile Ape,,-8.38636,123.442,ilea1237,
lama1278,Peripheral Lembata,,-8.53225,123.442,lama1278,
levu1239,Central Lembata-Lewokukun,,-8.47094,123.44,levu1239,
sout2896,Eastern Atadei,,-8.49783,123.531,sout2896,
west2541,West Lembata,,-8.49669,123.298,west2541,
lama1279,Lamatuka,,-8.39374,123.586,lama1279,
lewo1243,Lewo Eleng,,-8.35741,123.652,lewo1243,
keda1252,Kedang,,-8.23039,123.77,keda1252,
bilb1242,Bilba,,-10.6503,123.307,bilb1242,
ring1244,Ringgou,,-10.5515,123.311,ring1244,
term1237,Termanu,,-10.7326,123.169,term1237,
lole1239,Lole,,-10.8069,123.085,lole1239,
tiii1241,Tii,,-10.8425,122.963,tiii1241,
dela1251,Dela-Oenale,,-10.8469,122.852,dela1251,
deng1253,Dengka,,-10.7866,122.946,deng1253,
amar1273,Amarasi,,-10.21751,123.96373,amar1273,
baik1238,Baikeno,,-9.32991,124.256,baik1238,
uabm1237,Uab Meto,,-9.77284,124.144,uabm1237,
helo1243,Helong,,-10.2647,123.377,helo1243,
idat1237,Idaté,,-8.76258,125.832,idat1237,
laka1255,Lakalei,,-8.86372,125.716,laka1255,
habu1241,Habu,,-8.76565,125.965,habu1241,
tetu1245,Tetum,,-9.11217,125.528,tetu1245,
tetu1246,Tetun Dili,,-8.58405,125.583,tetu1246,
kair1265,Kairui-Midiki,,-8.74034,126.059,kair1265,
naue1237,Nauete,,-8.70733,126.741,naue1237,
waim1252,Waima'a,,-8.53416,126.317,waim1252,
galo1243,Galoli-Talur,,-8.61074,125.959,galo1243,
iliu1237,Ili'uun,,-7.84385,125.902,iliu1237,
aput1237,Aputai,,-7.84732,126.496,aput1237,
pera1257,Perai,,-7.62349,126.576,pera1257,
tugu1245,Tugun,,-7.72555,126.7,tugu1245,
maku1277,Maku'a,,-8.40372,127.239,maku1277,
kisa1266,Kisar,,-8.05122,127.18,kisa1266,
roma1332,Roma,,-7.58643,127.428,roma1332,
leti1246,Leti (Indonesia),,-8.19808,127.674,leti1246,
luan1263,Luang,,-8.18378,127.944,luan1263,
east2472,East Damar,,-7.16991,128.636,east2472,
daii1240,Dai,,-7.55894,129.687,daii1240,
dawe1237,Dawera-Daweloor,,-7.76324,130.06,dawe1237,
nort2860,North Babar,,-7.84311,129.743,nort2860,
cent2072,Central Masela,,-8.15414,129.865,cent2072,
east2462,East Masela,,-8.13455,129.873,east2462,
seri1255,Serili,,-8.11241,129.901,seri1255,
sout2883,Southeast Babar,,-7.94359,129.8,sout2883,
west2535,West Masela,,-8.1804,129.833,west2535,
empl1237,Emplawas,,-8.03209,129.721,empl1237,
imro1237,Imroing,,-7.96772,129.651,imro1237,
tela1241,Tela-Masbuar,,-8.01195,129.687,tela1241,
west2548,West Damar,,-7.12065,128.585,west2548,
sela1259,Selaru,,-8.18376,130.961,sela1259,
selu1242,Seluwasan,,-7.59918,131.25,selu1242,
nila1244,Nila,,-6.734956,129.512131,nila1244,
seru1245,Serua,,-6.31107,130.017294,seru1245,
teun1241,Te'un,,-6.97086,129.143718,teun1241,
ambe1248,Ambelau,,-3.85919,127.196,ambe1248,
buru1303,Buru (Indonesia),,-3.43957,126.632,buru1303,
huku1237,Hukumina,,-3.274,126.194,huku1237,
lise1239,Lisela,,-3.27358,126.981,lise1239,
sula1248,Sula,,-2.30765,125.9656,sula1248,
kaye1241,Kayeli,,-3.39247,127.118,kaye1241,
asil1242,Asilulu,,-3.67302,127.952,asil1242,
boan1242,Boano (Maluku),,-2.95535,127.953,boan1242,
lari1255,Larike-Wakasihu,,-3.76522,127.956,lari1255,
luhu1243,Luhu-Piru,,-3.13187,127.966,luhu1243,
mani1297,Manipa,,-3.30342,127.565,mani1297,
paul1238,Paulohi,,-3.25404,128.779,paul1238,
laha1251,Laha (Indonesia),,-3.70755,128.073,laha1251,
seit1239,Seit-Kaitetu,,-3.6111,128.068,seit1239,
hitu1239,Hitu,,-3.57478,128.186,hitu1239,
tule1244,Tulehu,,-3.57785,128.31,tule1244,
kaib1244,Kaibobo,,-3.1603,128.211,kaib1244,
haru1244,Haruku,,-3.57029,128.476,haru1244,
amah1245,Amahai,,-3.32028,128.939,amah1245,
nusa1245,Nusa Laut,,-3.67727,128.776,nusa1245,
latu1237,Latu,,-3.41302,128.667,latu1237,
sapa1251,Saparua,,-3.58314,128.639,sapa1251,
kama1362,Kamarian,,-3.40779,128.526,kama1362,
sepa1242,Sepa (Indonesia),,-3.36682,129.243,sepa1242,
telu1263,Teluti,,-3.2969,129.663,telu1263,
hulu1246,Hulung,,-2.87389,128.587,hulu1246,
lisa1239,Lisabata-Nuniali,,-2.87434,128.265,lisa1239,
loun1239,Loun,,-2.8778,128.912,loun1239,
sale1244,Saleman,,-2.82548,129.427,sale1244,
alun1238,Alune,,-3.11477,128.394,alun1238,
naka1263,Naka'ela,,-2.85543,128.516,naka1263,
yala1266,Yalahatan-Haruru-Awaiya,,-3.3619,129.315,yala1266,
nort2864,Wemale,,-3.05143,128.839,nort2864,
huau1237,Huaulu,,-2.95835,129.202,huau1237,
manu1258,Manusela,,-3.1109,129.429,manu1258,
nort2867,North Nuaulu,,-2.93154,129.277,nort2867,
sout2895,South Nuaulu,,-3.23411,129.148,sout2895,
kema1243,Kemak,,-9.00299,125.159,kema1243,
tuku1254,Tukudede,,-8.6788,125.283,tuku1254,
wela1235,Welaun,,-9.097288,125.239513,wela1235,
mamb1306,Mambae,,-9.19552,125.475,mamb1306,
ford1242,Fordata,,-7.28902,131.511,ford1242,
keii1239,Kei,,-5.63948,133.02,keii1239,
yamd1240,Yamdena,,-7.73722,131.44,yamd1240,
urua1244,Uruangnirin,,-3.45498,132.745,urua1244,
onin1245,Onin,,-2.75976,132.062,onin1245,
seka1247,Sekar,,-2.65849,132.469,seka1247,
teor1240,Teor,,-4.74159,131.737,teor1240,
kurr1245,Kur,,-5.34077,131.986,kurr1245,
irar1238,Irarutu,,-2.94438,133.586,irar1238,
kuri1260,Nabi,,-2.80683,134.098,kuri1260,
argu1237,Arguni,,-2.645798,132.5556,argu1237,
bedo1237,Bedoanas,,-2.74438,132.566,bedo1237,
erok1237,Erokwanas,,-2.83746,132.705,erok1237,
beng1287,Benggoi,,-3.13924,130.091,beng1287,
hoti1237,Hoti of East Seram,,-3.0083,130.168,hoti1237,
lian1255,Liana-Seti,,-3.11832,129.899,lian1255,
sala1269,Salas,,-3.14654,130.53,sala1269,
bobo1254,Bobot,,-3.43514,130.179,bobo1254,
masi1266,Masiwang,,-3.29547,130.601,masi1266,
bati1253,Bati (Indonesia),,-3.61403,130.815,bati1253,
gese1240,Geser-Gorom,,-3.8016,130.701,gese1240,
kowi1239,Kowiai,,-4.21954,133.468,kowi1239,
watu1247,Watubela,,-4.47294,131.641,watu1247,
band1355,Banda (Indonesia),,-5.42138,133.142,band1355,
west2538,West Tarangan,,-6.62046,134.168,west2538,
east2465,East Tarangan,,-6.76213,134.288,east2465,
kare1339,Karey,,-6.74181,134.375,kare1339,
bara1367,Barakai,,-6.7394,134.671,bara1367,
lora1237,Lorang,,-6.30338,134.41,lora1237,
koba1240,Koba,,-6.47901,134.61,koba1240,
dobe1238,Dobel,,-6.32531,134.638,dobe1238,
mano1275,Manombai,,-5.94468,134.329,mano1275,
lola1248,Lola,,-6.34188,134.879,lola1248,
mari1430,Mariri,,-6.15097,134.88107,mari1430,
batu1258,Batuley,,-5.814412,134.784314,batu1258,
ujir1237,Ujir,,-5.69329,134.257,ujir1237,
komp1237,Kompane,,-5.64348,134.742,komp1237,
kola1285,Kola,,-5.48833,134.592,kola1285,
pala1344,Palauan,,7.34138,134.476678,pala1344,
cham1312,Chamorro,,13.438011,144.74474,cham1312,
buli1255,Buli (Indonesia),,1.0008,128.443,buli1255,
maba1278,Maba (Indonesia),,0.59011,128.418,maba1278,
pata1260,Patani,,0.34096,128.634,pata1260,
sawa1247,Sawai,,0.51111,128.086,sawa1247,
east2440,East Makian,,0.07337,127.423,east2440,
gane1237,Gane,,-0.42618,127.976,gane1237,
gebe1237,Gebe,,-0.07877,129.424,gebe1237,
matb1237,Matbat,,-1.8801,130.075,matb1237,
kawe1240,Kawe,,-0.17313,130.327,kawe1240,
lege1241,Legenyem,,-0.3592,130.749,lege1241,
maya1282,Misool-Salawati Ma'ya,,-1.22329,130.909,maya1282,
wauy1237,Wauyai,,-0.2828,130.597,wauy1237,
waig1244,Waigeo,,-0.17957,130.917,waig1244,
biga1238,Biga,,-1.99574,130.272,biga1238,
bata1295,Batanta,,-0.862394,130.646,bata1295,
made1253,Salawati,,-1.05325,130.833,made1253,
asss1237,As,,-0.75267,131.728,asss1237,
biak1248,Biak,,-0.9523,135.879,biak1248,
roon1237,Roon,,-2.43005,134.556,roon1237,
dusn1237,Dusner,,-2.73859,134.391,dusn1237,
meos1237,Meoswar,,-2.07828,134.378,meos1237,
yaur1239,Yaur,,-3.32519,134.879,yaur1239,
ires1239,Yerisiam,,-3.62803,135.025,ires1239,
yere1243,Yeretuar,,-3.01713,134.656,yere1243,
amba1265,Ambai,,-1.88126,136.526,amba1265,
ansu1237,Ansus,,-1.7543,135.866,ansu1237,
mara1397,Marau,,-1.66738,135.797,mara1397,
wand1267,Wandamen,,-2.25622,133.996,wand1267,
woii1237,Woi,,-1.62746,135.484,woii1237,
mung1269,Munggui,,-1.66773,135.918,mung1269,
papu1251,Papuma,,-1.77301,135.907,papu1251,
pomm1237,Pom,,-1.64224,135.619,pomm1237,
busa1254,Busami,,-1.73681,136.032,busa1254,
seru1244,Serui-Laut,,-1.87766,136.252,seru1244,
kuru1305,Kurudu,,-1.8444,137.018,kuru1305,
wabo1240,Wabo,,-1.77297,136.757,wabo1240,
tand1253,Tandia,,-2.84228,134.532,tand1253,
morm1235,Mor (Mor Islands),,-2.87055,135.95,morm1235,
waro1242,Waropen,,-2.31142,136.633,waro1242,
ware1253,Warembori,,-1.65941,137.566,ware1253,
pauw1243,Pauwi,,-1.65,137.8,pauw1243,
yoke1238,Yoke,,-1.68798,138.028,yoke1238,
ngul1236,Nguluwan,,8.45,137.34,ngul1236,
yape1248,Yapese,,9.55811,138.125,yape1248,
tobi1238,Tobian,,3.004528,131.171295,tobi1238,
sons1242,Sonsorol,,5.328596,132.221282,sons1242,
ulit1238,Ulithian,,9.961388,139.603611,ulit1238,
mapi1250,Mapia,,0.908889,134.304722,mapi1250,
wole1240,Woleaian,,7.37957,143.916,wole1240,
sata1237,Satawalese,,7.36084,147.038,sata1237,
namo1247,Namonuito,,8.584627,149.685202,namo1247,
paaf1237,Pááfang,,8.610194,152.240167,paaf1237,
tana1281,Tanapag,,15.237,145.757,tana1281,
caro1242,Carolinian,,15.205,145.765,caro1242,
pulu1242,Puluwatese,,7.35695,149.2005,pulu1242,
poll1238,Pollapese,,7.638875,149.428723,poll1238,
chuu1238,Chuukese,,7.346993,151.598607,chuu1238,
mort1237,Mortlockese,,5.50735,153.710778,mort1237,
pohn1238,Pohnpeian,,6.87212,158.223,pohn1238,
moki1238,Mokilese,,6.65651,159.776,moki1238,
ping1243,Pingelapese,,6.20743,160.711,ping1243,
mars1254,Marshallese,,8.72,167.73,mars1254,
gilb1244,Gilbertese,,0.179,173.64,gilb1244,
kosr1238,Kosraean,,5.31,162.98,kosr1238,
naur1243,Nauru,,-0.52957,166.922,naur1243,
kani1283,Kaniet-Dempwolff,,-0.892611,145.543794,kani1283,
kani1282,Kaniet,,-1.51777,145.086,kani1282,
seim1238,Seimat,,-1.2666667,144.25,seim1238,
wuvu1239,Wuvulu-Aua,,-1.73938,142.851,wuvu1239,
herm1237,Hermit,,-1.52891,145.075,herm1237,
bipi1237,Bipi,,-2.11115,146.398,bipi1237,
nyin1250,Nyindrou,,-2.1143,146.627,nyin1250,
sori1242,Sori-Harengan,,-1.98384,146.642,sori1242,
liku1243,Likum,,-2.16157,146.695,liku1243,
kheh1237,Khehek,,-2.06626,146.746,kheh1237,
mond1265,Mondropolon,,-2.01359,146.931,mond1265,
tulu1259,Tulu-Bohuai,,-2.14155,146.934,tulu1259,
pona1250,Ponam,,-1.91705,146.887,pona1250,
kurt1250,Kurti,,-2.01187,147.036,kurt1250,
eluu1241,Elu,,-1.99841,147.101,eluu1241,
kele1258,Kele (Papua New Guinea),,-2.09163,147.064,kele1258,
eree1241,Ere,,-2.15569,147.083,eree1241,
andr1248,Andra-Hus,,-2.05894,147.085,andr1248,
leip1237,Leipon,,-1.9665,147.226,leip1237,
bowa1234,Manus Koro,,-2.03429,147.14267,bowa1234,
lele1270,Lele (Papua New Guinea),,-2.04783,147.207,lele1270,
tita1241,Titan,,-2.18168,146.888,tita1241,
nali1245,Nali,,-2.14273,147.202,nali1245,
loni1238,Loniu,,-2.06124,147.35,loni1238,
moke1240,Mokerang,,-2.01602,147.423,moke1240,
pakt1239,Pak-Tong,,-2.05269,147.767,pakt1239,
louu1245,Lou,,-2.38659,147.346,louu1245,
balu1257,Paluai,,-2.5604,147.282,balu1257,
lenk1247,Lenkau,,-2.33367,147.742,lenk1247,
penc1239,Penchal,,-2.29891,147.81,penc1239,
naun1237,Nauna,,-2.21213,148.201,naun1237,
muss1246,Mussau-Emira,,-1.44105,149.624,muss1246,
teni1244,Tenis,,-1.65074,150.672,teni1244,
liki1241,Liki,,-1.60652,138.731,liki1241,
sobe1238,Sobei,,-1.86998,138.75,sobe1238,
wakd1237,Wakde,,-1.98457,139.008,wakd1237,
masi1265,Masimasi,,-2.00717,139.04,masi1265,
yamn1237,Yamna,,-2.09118,139.206,yamn1237,
anus1237,Korur,,-2.26271,139.502,anus1237,
pode1237,Podena,,-2.20572,139.456,pode1237,
bong1287,Bonggo,,-2.28044,139.576,bong1287,
kapt1235,Kaptiau,,-2.388426,139.795818,kapt1235,
tarp1240,Tarpia,,-2.322279,140.115497,tarp1240,
ormu1248,Ormu,,-2.51361,140.6015,ormu1248,
kayu1243,Kayupulau,,-2.54415,140.626,kayu1243,
toba1266,Tobati,,-2.56434,140.71,toba1266,
kapp1237,Kap,,-3.28761,142.659,kapp1237,
tuml1238,Tumleo,,-3.14955,142.346,tuml1238,
sera1260,Sera,,-2.9854,141.951,sera1260,
arop1242,Arop-Sissano,,-3.06984,142.12,arop1242,
malo1245,Malol,,-3.11695,142.244,malo1245,
siss1243,Sissano,,-3.01976,142.049,siss1243,
ulau1237,Ulau-Suain,,-3.32876,142.845,ulau1237,
kaie1237,Kaiep,,-3.70524,143.884,kaie1237,
tere1276,Terebu,,-3.68721,143.835,tere1276,
kair1263,Kairiru,,-3.34608,143.558,kair1263,
biem1237,Biem,,-3.61342,144.816,biem1237,
mana1295,Manam,,-4.07921,145.033,mana1295,
sepa1241,Sepa (Papua New Guinea),,-4.27,144.965,sepa1241,
kiss1246,Kis,,-3.83909,143.96,kiss1246,
woge1237,Wogeo,,-3.20238,144.089,woge1237,
mede1237,Medebur,,-4.49918,145.425,mede1237,
awad1244,Awad Bing,,-5.59896,146.355,awad1244,
mind1255,Mindiri,,-5.5,146.15,mind1255,
wabb1237,Wab,,-5.61216,146.461,wabb1237,
bilb1241,Bilibil,,-5.26505,145.764,bilb1241,
geda1237,Gedaged,,-5.18175,145.781,geda1237,
mari1428,Marik,,-5.349,145.59,mari1428,
matu1261,Matukar,,-4.9078,145.779,matu1261,
taki1248,Takia,,-4.69057,145.975,taki1248,
mato1252,Mato,,-5.91639,146.859,mato1252,
ronj1237,Ronji,,-5.80782,146.731,ronj1237,
arop1243,Arop-Lokep,,-5.31671,147.103,arop1243,
karn1252,Karnai,,-5.74133,147.917,karn1252,
mala1487,Malasanga,,-5.9401,147.058,mala1487,
murp1234,Mur Pano,,-5.6642,146.522,murp1234,
sioo1240,Sio,,-5.96037,147.353,sioo1240,
mbul1263,Mbula,,-5.66965,148.041,mbul1263,
male1289,Maleu-Kilenge,,-5.61613,148.445,male1289,
amar1272,Amara,,-5.55778,148.68,amar1272,
lamo1244,Lamogai,,-5.87071,149.321,lamo1244,
mouk1239,Mouk-Aria,,-5.71155,149.158,mouk1239,
akol1237,Akolet,,-6.22711,150.182,akol1237,
avau1237,Avau,,-6.24342,150.427,avau1237,
lesi1239,Lesing-Gelimi,,-6.19889,150.506,lesi1239,
aikl1237,Aiklep,,-6.23575,149.571,aikl1237,
apal1255,Apalik,,-6.29002,149.96,apal1255,
gimi1242,Gimi (West New Britain),,-6.02464,149.478,gimi1242,
solo1258,Solong,,-5.86129,148.825,solo1258,
bebe1252,Bebeli,,-5.63282,150.323,bebe1252,
mang1403,Mangseng,,-5.89752,150.68,mang1403,
aigh1235,Aighon,,-5.99488,150.272,aigh1235,
karo1298,Karore,,-6.15563,149.907,karo1298,
kaul1240,Kaulong,,-6.08192,149.696,kaul1240,
miuu1237,Miu,,-5.88037,149.557,miuu1237,
seng1281,Sengseng,,-6.16474,149.784,seng1281,
lote1237,Lote,,-5.954,150.911,lote1237,
mamu1254,Mamusi,,-5.84776,151.033,mamu1254,
meng1267,Mengen,,-5.47036,151.373,meng1267,
tami1290,Tami,,-6.70017,147.732,tami1290,
mala1489,Malalamai,,-5.77495,146.642,mala1489,
gitu1237,Gitua,,-6.0151,147.485,gitu1237,
mutu1242,Mutu,,-5.79405,148.014,mutu1242,
bari1286,Bariai,,-5.5087,148.666,bari1286,
kove1237,Kove,,-5.58623,149.63,kove1237,
lusi1240,Lusi,,-5.55033,149.148,lusi1240,
arib1241,Aribwatsa,,-6.72266,146.991,arib1241,
arib1240,Aribwaung,,-6.65252,146.919,arib1240,
duwe1237,Duwet,,-6.45752,146.841,duwe1237,
muso1238,Musom,,-6.53817,146.93,muso1238,
nafi1237,Nafi,,-6.43306,146.815,nafi1237,
labu1248,Labu,,-6.75,146.903,labu1248,
wamp1247,Wampar,,-6.67364,146.662,wamp1247,
adze1240,Adzera,,-6.39394,146.294,adze1240,
mari1429,Mari (Madang Province),,-5.97399,145.828,mari1429,
sara1323,Sarasira,,-6.18,146.4,sara1323,
suku1264,Sukurum,,-6.28,146.34187,suku1264,
wamp1248,Wampur,,-6.33644,146.126,wamp1248,
midd1327,Middle Watut,,-6.88249,146.399126,midd1327,
nort2857,North Watut,,-6.64084,146.218,nort2857,
sout2877,South Watut,,-7.03751,146.409,sout2877,
buga1250,Bugawac,,-6.67519,147.32,buga1250,
yabe1254,Yabem,,-6.67052,147.81,yabe1254,
kela1255,Kela (Papua New Guinea),,-7.47103,147.173,kela1255,
kapi1250,Kapin,,-7.05732,146.529,kapi1250,
mang1404,Mangga Buang,,-6.99891,146.685,mang1404,
mapo1242,Mapos Buang,,-6.86672,146.774,mapo1242,
damb1246,Dambi,,-7.00587,146.474,damb1246,
kuma1278,Kumalu,,-7.1135,146.57,kuma1278,
gora1262,Gorakor,,-6.85564,146.579,gora1262,
pate1247,Patep,,-6.91988,146.639,pate1247,
zena1237,Zenag,,-6.93858,146.546,zena1237,
piuu1237,Piu,,-6.96694,146.455,piuu1237,
vehe1237,Vehes,,-6.92151,146.895,vehe1237,
hote1245,Hote,,-7.07708,146.869,hote1245,
yama1260,Yamap,,-7.05687,146.817,yama1260,
iwal1237,Iwal,,-7.20938,146.983,iwal1237,
numb1247,Numbami,,-7.52806,147.298,numb1247,
mais1250,Maisin,,-9.22853,148.731,mais1250,
aree1239,Are,,-9.67147,149.999,aree1239,
doga1238,Doga,,-9.63698,149.841,doga1238,
arif1239,Arifama-Miniafia,,-9.15565,149.246,arif1239,
gapa1238,Gapapaiwa,,-9.73317,149.854,gapa1238,
ghay1237,Ghayavi,,-10.011,149.84,ghay1237,
kani1281,Kaninuwa,,-9.23148,150.253,kani1281,
ubir1237,Ubir,,-9.59044,149.396,ubir1237,
mina1269,Minaveha,,-9.59922,150.501,mina1269,
gwed1239,Gweda,,-10.2173,150.421,gwed1239,
haig1237,Haigwai,,-10.2741,150.256,haig1237,
maiw1249,Maiwala,,-10.3282,150.33,maiw1249,
taup1242,Taupota,,-10.2275,150.373,taup1242,
waem1237,Wa'ema,,-10.2897,150.398,waem1237,
tawa1275,Tawala,,-10.3115,150.644,tawa1275,
weda1241,Wedau,,-10.1246,150.172,weda1241,
yaka1275,Yakaikeke,,-10.0852,149.982,yaka1275,
dawa1242,Dawawa,,-10.1692,149.999,dawa1242,
kaka1267,Kakabai,,-10.2976,150.027,kaka1267,
anuk1239,Anuki,,-9.6692,149.822,anuk1239,
bwai1242,Bwaidoka,,-9.51158,150.297,bwai1242,
idun1242,Iduna,,-9.34361,150.24,idun1242,
diod1237,Diodio,,-9.38654,150.168,diod1237,
iama1237,Iamalele,,-9.45005,150.573,iama1237,
maia1251,Maiadomu,,-9.47132,150.76,maia1251,
kolu1245,Koluwawa,,-9.42742,150.462,kolu1245,
moli1248,Molima,,-9.57457,150.614,moli1248,
guma1254,Gumawana,,-9.28497,150.762,guma1254,
bose1237,Boselewa,,-9.44763,150.693,bose1237,
gale1257,Galeya,,-9.54137,150.836,gale1257,
buna1276,Bunama,,-10.0761,151.066,buna1276,
mwat1237,Mwatebu,,-10.0271,151.066,mwat1237,
dobu1241,Dobu,,-9.63239,150.825,dobu1241,
duau1237,Duau,,-10.187,151.218,duau1237,
sewa1251,Sewa Bay,,-10.0277,150.956,sewa1251,
unub1234,Unubahe,,-10.3652,150.2683,unub1234,
waga1268,Wagawaga,,-10.41792,150.37814,waga1268,
buhu1237,Buhutu,,-10.5074,150.18,buhu1237,
sali1295,Saliba,,-10.6148,150.727,sali1295,
suau1242,Suau,,-10.6606,150.21,suau1242,
oyao1237,Oya'oya,,-10.5392,150.658,oyao1237,
auhe1237,'Auhelawa,,-10.0959,151.002,auhe1237,
bwan1241,Bwanabwana,,-10.6599,151.034,bwan1241,
abad1241,Abadi,,-9.03389,146.992,abad1241,
motu1246,Motu,,-9.67492,147.424,motu1246,
kuni1263,Kuni,,-8.66368,146.874,kuni1263,
lala1268,Lala,,-8.93195,146.749,lala1268,
meke1243,Mekeo,,-8.23853,146.586,meke1243,
tour1243,Toura (Papua New Guinea),,-9.10008,146.988,tour1243,
waim1251,Waima,,-8.67145,146.544,waim1251,
